Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
178,10x10_nadir,97.60,650,13.00,3,24.0,36.2,+Y,54.7,50.73,30.0,11.6,-X+-Z+-Y++Z,1.247,50.09,25.1,8.3,+X+-Z+-Y++Z,1.270,64.63,32.8,18.4,-X++X+-Z+-Y,1.391,53.71,27.4,12.8,-X++X+-Z++Z,1.315,64.72,34.2,17.2,-X++X+-Z+-Y,1.362,50.78,26.3,13.4,-X++X+-Y++Z,1.312
179,10x15_nadir,98.80,650,12.50,4,22.0,36.6,-Y,54.5,56.98,30.1,10.5,-X+-Z++Z++Y,1.284,34.89,23.4,3.4,-Z++Z++Y++X,1.121,52.07,27.8,14.0,-X+-Z++Z++X,1.308,56.54,28.6,14.1,-X+-Z++Z++Y,1.336,47.57,30.3,13.0,-X+-Z++Y++X,1.232,47.14,26.6,10.4,-X++Z++Y++X,1.249
180,10x10_nadir,97.60,650,12.00,4,30.0,36.8,-Y,54.3,38.97,26.7,0.5,-X+-Z++Z++Y,1.083,38.27,23.1,-2.9,+X+-Z++Z++Y,1.089,55.22,26.7,11.6,-X++X+-Z++Z,1.324,55.21,26.7,11.6,-X++X+-Z++Z,1.324,54.05,28.2,7.6,-X++X+-Z++Y,1.256,39.00,23.4,2.6,-X++X++Z++Y,1.145
181,10x10_nadir,97.90,650,12.00,4,30.0,36.8,-Y,54.3,38.96,26.7,0.5,-X+-Z++Z++Y,1.083,38.26,23.1,-3.0,+X+-Z++Z++Y,1.088,55.22,26.7,11.6,-X++X+-Z++Z,1.324,55.22,26.7,11.6,-X++X+-Z++Z,1.324,54.04,28.2,7.5,-X++X+-Z++Y,1.255,38.98,23.4,2.6,-X++X++Z++Y,1.145
182,10x10_nadir,98.20,500,10.00,3,18.0,35.1,+X,54.2,58.65,34.0,22.3,+Y+-X+-Z++Z,1.367,58.21,33.2,15.8,+Y++X+-Z++Z,1.309,49.24,26.5,15.1,-X++X+-Z++Z,1.314,71.11,41.6,21.3,+Y+-X++X+-Z,1.362,71.17,43.3,20.6,+Y+-X++X+-Z,1.335,58.36,35.7,20.4,+Y+-X++X++Z,1.324
183,10x10_nadir,97.60,500,10.00,3,18.0,35.1,+X,54.2,58.71,34.0,22.3,+Y+-X+-Z++Z,1.367,58.28,33.6,15.8,+Y++X+-Z++Z,1.305,49.23,26.4,15.0,-X++X+-Z++Z,1.314,71.16,41.6,21.3,+Y+-X++X+-Z,1.362,71.23,43.3,20.6,+Y+-X++X+-Z,1.334,58.43,35.8,20.4,+Y+-X++X++Z,1.324
184,10x10_nadir,97.90,500,10.00,3,18.0,35.1,+X,54.2,58.69,34.0,22.3,+Y+-X+-Z++Z,1.367,58.25,33.4,15.8,+Y++X+-Z++Z,1.307,49.24,26.5,15.0,-X++X+-Z++Z,1.314,71.14,41.6,21.3,+Y+-X++X+-Z,1.362,71.21,43.3,20.6,+Y+-X++X+-Z,1.334,58.41,35.8,20.4,+Y+-X++X++Z,1.324
185,10x10_nadir,98.50,500,10.00,3,18.0,35.1,+X,54.1,58.64,34.1,22.3,+Y+-X+-Z++Z,1.366,58.20,33.3,15.8,+Y++X+-Z++Z,1.308,49.26,26.5,15.1,-X++X+-Z++Z,1.314,71.10,41.6,21.3,+Y+-X++X+-Z,1.362,71.17,43.3,20.6,+Y+-X++X+-Z,1.334,58.36,35.8,20.5,+Y+-X++X++Z,1.324
186,10x10_nadir,97.90,600,11.00,3,22.0,36.3,-Y,54.0,50.12,30.7,12.3,-X+-Z++Y++Z,1.240,50.20,25.1,9.1,+X+-Z++Y++Z,1.278,53.45,28.1,13.4,-X++X+-Z++Z,1.311,64.49,32.5,19.2,-X++X+-Z++Y,1.402,64.59,33.8,18.1,-X++X+-Z++Y,1.375,50.46,27.3,14.0,-X++X++Y++Z,1.302
187,10x10_nadir,98.80,500,10.00,3,18.0,35.1,+X,53.9,58.62,34.3,22.3,+Y+-X+-Z++Z,1.364,58.18,33.1,15.8,+Y++X+-Z++Z,1.309,49.28,26.5,15.1,-X++X+-Z++Z,1.314,71.09,41.8,21.3,+Y+-X++X+-Z,1.359,71.15,43.5,20.6,+Y+-X++X+-Z,1.332,58.34,36.0,20.5,+Y+-X++X++Z,1.322
188,10x10_nadir,97.60,600,11.00,3,22.0,36.3,-Y,53.9,50.16,30.7,12.3,-X+-Z++Y++Z,1.240,50.23,25.1,9.1,+X+-Z++Y++Z,1.278,53.46,28.1,13.4,-X++X+-Z++Z,1.311,64.52,32.6,19.1,-X++X+-Z++Y,1.400,64.62,33.9,18.1,-X++X+-Z++Y,1.374,50.50,27.3,14.0,-X++X++Y++Z,1.303
189,10x10_nadir,98.80,600,9.50,2,16.0,33.0,-Y,53.7,62.56,36.8,23.8,+Y+-X+-Z++Z,1.379,62.58,34.9,17.3,+Y++X+-Z++Z,1.337,47.44,27.5,13.4,-X++X+-Z++Z,1.270,74.33,43.1,22.6,+Y+-X++X+-Z,1.382,74.39,44.9,22.0,+Y+-X++X+-Z,1.354,63.49,38.7,22.3,+Y+-X++X++Z,1.348
190,10x15_nadir,97.60,650,12.00,4,30.0,36.8,+Y,53.6,51.12,28.2,4.7,-X+-Z++Z+-Y,1.203,28.35,23.4,-3.1,-Z++Z++X+-Y,1.004,52.54,27.3,13.0,-X+-Z++Z++X,1.309,52.55,27.3,13.0,-X+-Z++Z++X,1.309,41.46,28.3,7.0,-X+-Z++X+-Y,1.148,41.01,25.2,4.5,-X++Z++X+-Y,1.159
191,10x15_nadir,97.90,650,12.00,4,30.0,36.8,+Y,53.6,51.11,28.2,4.6,-X+-Z++Z+-Y,1.203,28.33,23.4,-3.1,-Z++Z++X+-Y,1.003,52.55,27.3,13.0,-X+-Z++Z++X,1.309,52.55,27.3,13.0,-X+-Z++Z++X,1.309,41.44,28.3,7.0,-X+-Z++X+-Y,1.148,40.99,25.2,4.5,-X++Z++X+-Y,1.159
192,10x15_nadir,98.80,650,9.50,2,18.0,32.7,+Y,53.6,71.82,43.1,20.8,-Y+-X+-Z++Z,1.343,55.71,34.3,20.8,-Y+-Z++Z++X,1.324,71.37,43.1,22.2,-Y+-X+-Z++Z,1.354,45.12,27.4,14.8,-X+-Z++Z++X,1.266,64.57,43.4,24.8,-Y+-X+-Z++X,1.322,64.31,41.8,20.2,-Y+-X++Z++X,1.295
193,10x15_nadir,97.60,550,11.50,4,18.0,36.9,+Y,53.5,57.03,29.0,12.2,-X+-Z++Z+-Y,1.316,33.95,23.4,5.1,-Z++Z+-Y++X,1.131,56.58,27.9,15.9,-X+-Z++Z+-Y,1.362,51.76,27.1,15.7,-X+-Z++Z++X,1.332,47.14,29.0,14.7,-X+-Z+-Y++X,1.261,47.30,26.8,12.3,-X++Z+-Y++X,1.267
194,10x15_nadir,97.90,550,11.50,4,18.0,36.9,+Y,53.5,57.02,29.0,12.2,-X+-Z++Z+-Y,1.316,33.94,23.4,5.1,-Z++Z+-Y++X,1.131,56.58,28.0,15.9,-X+-Z++Z+-Y,1.362,51.77,27.1,15.7,-X+-Z++Z++X,1.332,47.13,29.0,14.6,-X+-Z+-Y++X,1.261,47.29,26.8,12.3,-X++Z+-Y++X,1.267
195,10x15_nadir,98.20,650,13.00,3,24.0,36.1,-Y,53.5,61.94,31.9,15.1,-X++Y+-Z++Z,1.348,40.86,23.8,9.0,+Y+-Z++Z++X,1.220,51.09,28.1,14.3,-X+-Z++Z++X,1.300,61.50,32.4,18.4,-X++Y+-Z++Z,1.370,52.91,31.9,17.8,-X++Y+-Z++X,1.302,52.49,29.6,15.1,-X++Y++Z++X,1.302
196,10x15_nadir,98.20,550,11.50,4,18.0,36.9,+Y,53.5,57.01,29.0,12.2,-X+-Z++Z+-Y,1.316,33.94,23.4,5.1,-Z++Z+-Y++X,1.130,56.57,28.0,15.9,-X+-Z++Z+-Y,1.362,51.79,27.1,15.7,-X+-Z++Z++X,1.333,47.12,29.0,14.6,-X+-Z+-Y++X,1.261,47.28,26.8,12.3,-X++Z+-Y++X,1.266
197,10x15_nadir,97.90,650,13.00,3,24.0,36.1,-Y,53.5,61.93,31.9,15.1,-X++Y+-Z++Z,1.348,40.85,23.8,9.0,+Y+-Z++Z++X,1.219,51.08,28.1,14.3,-X+-Z++Z++X,1.300,61.48,32.4,18.3,-X++Y+-Z++Z,1.370,52.89,31.9,17.8,-X++Y+-Z++X,1.302,52.47,29.6,15.1,-X++Y++Z++X,1.301
198,10x10_nadir,98.50,600,9.50,2,16.0,33.1,-Y,53.4,62.56,36.8,23.8,+Y+-X+-Z++Z,1.379,62.60,34.9,17.3,+Y++X+-Z++Z,1.338,47.41,27.5,13.4,-X++X+-Z++Z,1.270,74.33,42.8,22.6,+Y+-X++X+-Z,1.385,74.39,44.6,22.0,+Y+-X++X+-Z,1.357,63.50,38.5,22.3,+Y+-X++X++Z,1.349
199,10x15_nadir,98.50,550,11.50,4,18.0,36.9,+Y,53.4,56.99,29.0,12.2,-X+-Z++Z+-Y,1.316,33.92,23.4,5.1,-Z++Z+-Y++X,1.130,56.55,28.0,15.8,-X+-Z++Z+-Y,1.361,51.79,27.1,15.7,-X+-Z++Z++X,1.333,47.11,29.0,14.6,-X+-Z+-Y++X,1.260,47.26,26.8,12.3,-X++Z+-Y++X,1.266
200,10x10_nadir,97.60,600,9.50,2,16.0,33.1,-Y,53.4,62.53,36.4,23.8,+Y+-X+-Z++Z,1.383,62.70,35.3,17.3,+Y++X+-Z++Z,1.333,47.33,27.4,13.3,-X++X+-Z++Z,1.269,74.34,42.8,22.6,+Y+-X++X+-Z,1.385,74.40,44.6,22.0,+Y+-X++X+-Z,1.357,63.53,38.2,22.2,+Y+-X++X++Z,1.352
201,10x15_nadir,98.80,550,11.50,4,18.0,36.9,+Y,53.4,56.98,29.0,12.1,-X+-Z++Z+-Y,1.315,33.90,23.4,5.0,-Z++Z+-Y++X,1.129,56.53,28.0,15.8,-X+-Z++Z+-Y,1.361,51.79,27.1,15.7,-X+-Z++Z++X,1.333,47.09,29.0,14.6,-X+-Z+-Y++X,1.260,47.25,26.8,12.3,-X++Z+-Y++X,1.266
202,10x15_nadir,97.90,500,11.50,4,18.0,36.9,+Y,53.2,57.00,29.2,12.9,-X+-Z++Z+-Y,1.321,33.59,23.4,5.6,-Z++Z+-Y++X,1.132,56.56,29.0,16.5,-X+-Z++Z+-Y,1.355,51.62,27.8,16.2,-X+-Z++Z++X,1.326,47.21,29.2,15.2,-X+-Z+-Y++X,1.265,46.92,27.0,12.9,-X++Z+-Y++X,1.268
203,10x15_nadir,98.20,500,11.50,4,18.0,36.9,+Y,53.2,56.99,29.2,12.9,-X+-Z++Z+-Y,1.320,33.57,23.4,5.6,-Z++Z+-Y++X,1.132,56.54,29.0,16.5,-X+-Z++Z+-Y,1.355,51.62,27.8,16.2,-X+-Z++Z++X,1.326,47.20,29.2,15.2,-X+-Z+-Y++X,1.265,46.90,27.0,12.9,-X++Z+-Y++X,1.268
204,10x15_nadir,98.50,500,11.50,4,18.0,36.9,+Y,53.2,56.97,29.2,12.9,-X+-Z++Z+-Y,1.320,33.55,23.4,5.6,-Z++Z+-Y++X,1.132,56.52,29.0,16.5,-X+-Z++Z+-Y,1.355,51.62,27.8,16.2,-X+-Z++Z++X,1.326,47.18,29.2,15.2,-X+-Z+-Y++X,1.265,46.88,27.0,12.9,-X++Z+-Y++X,1.267
205,10x15_nadir,98.80,500,11.50,4,18.0,36.9,+Y,53.2,56.95,29.2,12.9,-X+-Z++Z+-Y,1.320,33.53,23.4,5.6,-Z++Z+-Y++X,1.132,56.51,29.0,16.5,-X+-Z++Z+-Y,1.355,51.63,27.8,16.2,-X+-Z++Z++X,1.326,47.16,29.2,15.2,-X+-Z+-Y++X,1.264,46.86,26.9,12.9,-X++Z+-Y++X,1.267
206,10x15_nadir,98.50,650,13.00,3,24.0,36.2,-Y,53.1,61.95,31.9,15.1,-X++Y+-Z++Z,1.348,40.87,23.8,8.8,+Y+-Z++Z++X,1.218,51.10,28.1,14.2,-X+-Z++Z++X,1.299,61.51,32.4,18.3,-X++Y+-Z++Z,1.371,52.92,31.9,17.7,-X++Y+-Z++X,1.301,52.50,29.5,15.1,-X++Y++Z++X,1.302
207,10x15_nadir,98.80,650,13.00,3,24.0,36.2,-Y,53.1,61.95,31.9,15.1,-X++Y+-Z++Z,1.348,40.88,23.8,8.8,+Y+-Z++Z++X,1.218,51.10,28.1,14.2,-X+-Z++Z++X,1.299,61.51,32.4,18.3,-X++Y+-Z++Z,1.371,52.92,31.9,17.7,-X++Y+-Z++X,1.302,52.50,29.5,15.1,-X++Y++Z++X,1.302
208,10x15_nadir,97.60,650,13.00,3,24.0,36.2,-Y,53.0,61.92,31.9,15.1,-X++Y+-Z++Z,1.348,40.84,23.8,8.8,+Y+-Z++Z++X,1.217,51.08,28.1,14.2,-X+-Z++Z++X,1.299,61.48,32.4,18.3,-X++Y+-Z++Z,1.370,52.88,31.9,17.7,-X++Y+-Z++X,1.301,52.47,29.6,15.1,-X++Y++Z++X,1.301
209,10x10_nadir,98.20,600,9.50,2,16.0,33.3,-Y,53.0,62.53,36.4,23.8,+Y+-X+-Z++Z,1.383,62.60,34.9,17.3,+Y++X+-Z++Z,1.338,47.36,27.5,13.4,-X++X+-Z++Z,1.269,74.31,42.8,22.6,+Y+-X++X+-Z,1.385,74.37,44.6,22.0,+Y+-X++X+-Z,1.357,63.48,38.3,22.2,+Y+-X++X++Z,1.352
210,10x10_nadir,97.90,600,9.50,2,16.0,33.3,-Y,53.0,62.51,36.4,23.8,+Y+-X+-Z++Z,1.383,62.64,34.9,17.3,+Y++X+-Z++Z,1.338,47.34,27.4,13.3,-X++X+-Z++Z,1.269,74.31,42.8,22.6,+Y+-X++X+-Z,1.385,74.38,44.6,22.0,+Y+-X++X+-Z,1.357,63.49,38.2,22.2,+Y+-X++X++Z,1.352
211,10x10_nadir,98.20,600,11.00,3,20.0,36.3,-Y,52.8,50.09,30.7,12.3,-X+-Z++Y++Z,1.239,50.17,25.1,9.0,+X+-Z++Y++Z,1.277,53.44,28.1,13.4,-X++X+-Z++Z,1.311,64.46,32.4,19.2,-X++X+-Z++Y,1.403,64.56,33.7,18.1,-X++X+-Z++Y,1.376,50.42,27.3,14.0,-X++X++Y++Z,1.301
212,10x15_nadir,98.20,500,10.00,3,18.0,35.1,+Y,52.6,68.83,41.6,20.0,-Y+-X+-Z++Z,1.331,49.45,30.3,19.5,-Y+-Z++Z++X,1.311,68.38,41.7,21.5,-Y+-X+-Z++Z,1.341,46.89,27.5,16.8,-X+-Z++Z++X,1.300,60.47,40.8,23.8,-Y+-X+-Z++X,1.312,60.20,39.9,19.3,-Y+-X++Z++X,1.276
213,10x15_nadir,97.90,500,10.00,3,18.0,35.1,+Y,52.5,68.86,41.6,20.0,-Y+-X+-Z++Z,1.331,49.50,30.4,19.4,-Y+-Z++Z++X,1.311,68.41,41.7,21.5,-Y+-X+-Z++Z,1.341,46.89,27.5,16.8,-X+-Z++Z++X,1.300,60.51,40.9,23.8,-Y+-X+-Z++X,1.312,60.24,40.1,19.3,-Y+-X++Z++X,1.274
214,10x15_nadir,97.60,500,10.00,3,18.0,35.1,+Y,52.5,68.88,41.6,20.0,-Y+-X+-Z++Z,1.331,49.52,30.4,19.4,-Y+-Z++Z++X,1.311,68.43,41.7,21.5,-Y+-X+-Z++Z,1.341,46.88,27.5,16.8,-X+-Z++Z++X,1.300,60.53,40.9,23.8,-Y+-X+-Z++X,1.312,60.26,40.3,19.3,-Y+-X++Z++X,1.271
215,10x10_nadir,98.80,600,12.00,4,26.0,36.8,+Y,52.5,38.56,27.0,1.5,-X+-Z++Z+-Y,1.086,38.57,23.1,-2.0,+X+-Z++Z+-Y,1.100,55.17,27.0,12.5,-X++X+-Z++Z,1.329,55.17,27.0,12.5,-X++X+-Z++Z,1.329,54.11,28.5,8.5,-X++X+-Z+-Y,1.262,38.90,23.4,3.5,-X++X++Z+-Y,1.153
216,10x10_nadir,98.50,600,12.00,4,26.0,36.8,+Y,52.5,38.55,27.0,1.4,-X+-Z++Z+-Y,1.085,38.55,23.1,-2.0,+X+-Z++Z+-Y,1.100,55.17,27.0,12.5,-X++X+-Z++Z,1.329,55.17,27.0,12.5,-X++X+-Z++Z,1.329,54.09,28.5,8.5,-X++X+-Z+-Y,1.262,38.89,23.4,3.5,-X++X++Z+-Y,1.153
217,10x15_nadir,98.50,500,10.00,3,18.0,35.1,+Y,52.4,68.82,41.6,20.0,-Y+-X+-Z++Z,1.330,49.44,30.4,19.5,-Y+-Z++Z++X,1.310,68.37,41.8,21.5,-Y+-X+-Z++Z,1.339,46.91,27.7,16.8,-X+-Z++Z++X,1.298,60.46,41.0,23.9,-Y+-X+-Z++X,1.310,60.19,39.9,19.3,-Y+-X++Z++X,1.275
218,10x10_nadir,98.20,600,12.00,4,26.0,36.8,+Y,52.4,38.53,27.0,1.4,-X+-Z++Z+-Y,1.085,38.54,23.1,-2.0,+X+-Z++Z+-Y,1.100,55.17,27.0,12.5,-X++X+-Z++Z,1.329,55.17,27.0,12.5,-X++X+-Z++Z,1.329,54.08,28.5,8.5,-X++X+-Z+-Y,1.261,38.87,23.4,3.5,-X++X++Z+-Y,1.153
219,10x10_nadir,97.60,600,12.00,4,26.0,36.8,-Y,52.4,38.55,27.0,1.4,-X+-Z++Z++Y,1.085,38.55,23.1,-2.0,+X+-Z++Z++Y,1.100,55.17,27.0,12.5,-X++X+-Z++Z,1.329,55.17,27.0,12.5,-X++X+-Z++Z,1.329,54.10,28.5,8.5,-X++X+-Z++Y,1.261,38.89,23.4,3.5,-X++X++Z++Y,1.153
220,10x10_nadir,97.90,600,12.00,4,26.0,36.8,+Y,52.4,38.53,27.0,1.4,-X+-Z++Z++Y,1.085,38.54,23.1,-2.0,+X+-Z++Z++Y,1.100,55.17,27.0,12.5,-X++X+-Z++Z,1.329,55.17,27.0,12.5,-X++X+-Z++Z,1.329,54.08,28.5,8.5,-X++X+-Z++Y,1.261,38.87,23.4,3.5,-X++X++Z++Y,1.153
221,10x10_nadir,98.50,600,11.00,3,20.0,36.5,-Y,52.4,50.05,30.7,12.2,-X+-Z++Y++Z,1.238,50.15,25.1,9.0,+X+-Z++Y++Z,1.277,53.43,28.1,13.4,-X++X+-Z++Z,1.311,64.44,32.3,19.2,-X++X+-Z++Y,1.403,64.53,33.7,18.1,-X++X+-Z++Y,1.376,50.39,27.4,14.0,-X++X++Y++Z,1.301
222,10x15_nadir,97.90,600,11.00,3,22.0,36.3,+Y,52.3,61.83,32.1,16.0,-X+-Y+-Z++Z,1.353,40.46,24.6,9.5,-Y+-Z++Z++X,1.211,61.39,32.3,19.3,-X+-Y+-Z++Z,1.380,50.79,28.5,15.0,-X+-Z++Z++X,1.300,52.35,32.3,18.5,-X+-Y+-Z++X,1.300,52.42,29.9,16.2,-X+-Y++Z++X,1.307
223,10x15_nadir,98.80,500,10.00,3,18.0,35.1,+Y,52.3,68.81,41.8,20.0,-Y+-X+-Z++Z,1.328,49.42,30.6,19.5,-Y+-Z++Z++X,1.307,68.35,42.0,21.5,-Y+-X+-Z++Z,1.337,46.92,27.9,16.8,-X+-Z++Z++X,1.295,60.44,41.2,23.9,-Y+-X+-Z++X,1.307,60.17,39.9,19.3,-Y+-X++Z++X,1.276
224,10x15_nadir,97.60,600,11.00,3,22.0,36.3,+Y,52.2,61.86,32.1,16.0,-X+-Y+-Z++Z,1.354,40.50,24.6,9.5,-Y+-Z++Z++X,1.211,61.42,32.4,19.3,-X+-Y+-Z++Z,1.379,50.80,28.5,15.0,-X+-Z++Z++X,1.300,52.39,32.3,18.5,-X+-Y+-Z++X,1.300,52.45,30.0,16.2,-X+-Y++Z++X,1.306
225,10x10_nadir,98.20,550,10.50,3,20.0,35.8,-Y,52.2,54.62,29.3,17.5,+Y+-X+-Z++Z,1.345,54.87,28.5,13.3,+Y++X+-Z++Z,1.316,51.57,26.4,14.2,+X+-X+-Z++Z,1.325,68.21,37.8,19.1,+Y++X+-X+-Z,1.364,68.29,39.4,18.4,+Y++X+-X+-Z,1.338,54.60,31.0,17.9,+Y++X+-X++Z,1.328
226,10x10_nadir,97.90,550,10.50,3,20.0,35.8,-Y,52.1,54.67,29.3,17.6,+Y+-X+-Z++Z,1.348,54.90,28.6,13.3,+Y++X+-Z++Z,1.315,51.59,26.4,14.3,+X+-X+-Z++Z,1.326,68.25,37.8,19.1,+Y++X+-X+-Z,1.364,68.33,39.4,18.4,+Y++X+-X+-Z,1.338,54.65,31.1,17.9,+Y++X+-X++Z,1.328
227,10x10_nadir,97.60,500,13.50,3,18.0,35.9,+Y,52.0,54.67,32.2,18.5,-Y+-X+-Z++Z,1.320,54.28,29.3,15.1,-Y++X+-Z++Z,1.320,67.95,38.2,21.0,-Y+-X++X+-Z,1.376,51.26,28.3,15.2,-X++X+-Z++Z,1.308,68.02,39.7,20.3,-Y+-X++X+-Z,1.352,54.07,31.2,19.6,-Y+-X++X++Z,1.339
228,10x10_nadir,97.60,550,13.00,3,20.0,36.2,+Y,52.0,50.13,30.7,13.3,-X+-Z+-Y++Z,1.250,50.30,25.5,10.0,+X+-Z+-Y++Z,1.284,64.40,34.1,19.4,-X++X+-Z+-Y,1.383,53.31,28.1,14.4,-X++X+-Z++Z,1.319,64.49,35.5,18.7,-X++X+-Z+-Y,1.360,49.99,27.0,15.0,-X++X+-Y++Z,1.312
229,10x10_nadir,97.90,550,13.00,3,20.0,36.2,+Y,51.9,50.13,30.7,13.3,-X+-Z+-Y++Z,1.250,50.28,25.5,10.0,+X+-Z+-Y++Z,1.284,64.39,34.1,19.4,-X++X+-Z+-Y,1.382,53.30,28.1,14.4,-X++X+-Z++Z,1.319,64.48,35.5,18.7,-X++X+-Z+-Y,1.359,49.98,27.0,15.0,-X++X+-Y++Z,1.312
230,10x10_nadir,98.50,550,13.00,3,20.0,36.2,+Y,51.9,50.08,30.7,13.2,-X+-Z+-Y++Z,1.249,50.22,25.5,10.0,+X+-Z+-Y++Z,1.284,64.32,34.1,19.4,-X++X+-Z+-Y,1.382,53.22,28.1,14.4,-X++X+-Z++Z,1.319,64.42,35.5,18.7,-X++X+-Z+-Y,1.359,49.89,27.0,15.0,-X++X+-Y++Z,1.311
231,10x10_nadir,98.20,550,13.00,3,20.0,36.2,+Y,51.9,50.11,30.7,13.2,-X+-Z+-Y++Z,1.250,50.26,25.5,10.0,+X+-Z+-Y++Z,1.284,64.36,34.1,19.4,-X++X+-Z+-Y,1.382,53.26,28.1,14.4,-X++X+-Z++Z,1.319,64.46,35.5,18.7,-X++X+-Z+-Y,1.359,49.94,27.0,15.0,-X++X+-Y++Z,1.312
232,10x10_nadir,98.80,600,13.00,3,22.0,36.5,+Y,51.9,50.10,30.3,12.3,-X+-Z+-Y++Z,1.245,50.17,25.3,9.0,+X+-Z+-Y++Z,1.276,64.45,32.9,18.0,-X++X+-Z+-Y,1.385,53.42,27.7,13.4,-X++X+-Z++Z,1.315,64.55,34.2,17.3,-X++X+-Z+-Y,1.362,50.41,26.6,14.0,-X++X+-Y++Z,1.311
233,10x15_nadir,98.80,600,12.00,4,26.0,36.8,-Y,51.9,51.20,28.5,5.7,-X+-Z++Z++Y,1.211,28.19,23.4,-2.2,-Z++Z++X++Y,1.012,52.47,27.5,13.9,-X+-Z++Z++X,1.315,52.47,27.5,13.9,-X+-Z++Z++X,1.315,41.13,28.6,8.0,-X+-Z++X++Y,1.152,41.15,25.3,5.6,-X++Z++X++Y,1.168
234,10x15_nadir,98.50,600,12.00,4,26.0,36.8,-Y,51.9,51.18,28.5,5.7,-X+-Z++Z++Y,1.210,28.18,23.4,-2.2,-Z++Z++X++Y,1.011,52.47,27.5,13.9,-X+-Z++Z++X,1.315,52.47,27.5,13.9,-X+-Z++Z++X,1.315,41.12,28.6,8.0,-X+-Z++X++Y,1.152,41.14,25.3,5.6,-X++Z++X++Y,1.168
235,10x15_nadir,98.20,600,12.00,4,26.0,36.8,-Y,51.9,51.17,28.5,5.7,-X+-Z++Z++Y,1.210,28.16,23.4,-2.2,-Z++Z++X++Y,1.011,52.47,27.5,13.9,-X+-Z++Z++X,1.315,52.47,27.5,13.9,-X+-Z++Z++X,1.315,41.11,28.6,8.0,-X+-Z++X++Y,1.151,41.13,25.3,5.5,-X++Z++X++Y,1.168
236,10x15_nadir,97.60,600,12.00,4,26.0,36.8,+Y,51.9,51.18,28.5,5.7,-X+-Z++Z+-Y,1.210,28.18,23.4,-2.2,-Z++Z++X+-Y,1.011,52.47,27.5,13.9,-X+-Z++Z++X,1.315,52.47,27.5,13.9,-X+-Z++Z++X,1.315,41.12,28.6,8.0,-X+-Z++X+-Y,1.151,41.14,25.3,5.6,-X++Z++X+-Y,1.168
237,10x15_nadir,97.90,600,12.00,4,26.0,36.8,-Y,51.8,51.17,28.5,5.7,-X+-Z++Z+-Y,1.210,28.16,23.4,-2.3,-Z++Z++X+-Y,1.011,52.47,27.5,13.9,-X+-Z++Z++X,1.315,52.47,27.5,13.9,-X+-Z++Z++X,1.315,41.11,28.6,7.9,-X+-Z++X+-Y,1.151,41.13,25.3,5.6,-X++Z++X+-Y,1.168
238,10x15_nadir,98.80,600,9.50,2,16.0,33.0,+Y,51.8,71.63,43.2,21.2,-Y+-X+-Z++Z,1.345,55.13,33.9,21.4,-Y+-Z++Z++X,1.331,71.18,43.2,22.7,-Y+-X+-Z++Z,1.357,44.87,27.7,15.2,-X+-Z++Z++X,1.265,64.05,43.3,25.3,-Y+-X+-Z++X,1.325,64.07,41.5,20.8,-Y+-X++Z++X,1.301
239,10x10_nadir,98.80,550,10.50,3,20.0,35.9,-Y,51.7,54.56,29.4,17.2,+Y+-X+-Z++Z,1.342,54.77,28.4,13.3,+Y++X+-Z++Z,1.316,51.55,26.4,14.0,+X+-X+-Z++Z,1.322,68.14,37.8,19.1,+Y++X+-X+-Z,1.364,68.21,39.3,18.4,+Y++X+-X+-Z,1.338,54.50,31.0,18.0,+Y++X+-X++Z,1.328
240,10x10_nadir,98.50,550,10.50,3,20.0,35.9,-Y,51.7,54.59,29.4,17.2,+Y+-X+-Z++Z,1.342,54.82,28.5,13.3,+Y++X+-Z++Z,1.316,51.56,26.4,14.0,+X+-X+-Z++Z,1.322,68.17,37.8,19.1,+Y++X+-X+-Z,1.364,68.25,39.3,18.4,+Y++X+-X+-Z,1.338,54.55,31.0,18.0,+Y++X+-X++Z,1.328
241,10x10_nadir,98.80,500,13.50,3,18.0,36.1,+Y,51.6,54.68,32.2,18.3,-Y+-X+-Z++Z,1.318,54.29,29.3,15.1,-Y++X+-Z++Z,1.320,67.95,38.1,21.0,-Y+-X++X+-Z,1.377,51.26,28.3,14.9,-X++X+-Z++Z,1.306,68.03,39.6,20.3,-Y+-X++X+-Z,1.352,54.08,31.1,19.5,-Y+-X++X++Z,1.340
