Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
185,10x10_nadir,97.60,550,13.50,1143,7200.0,35.8,+Z,52.2,20046.02,34.0,15.0,-Y+-X+-Z++Z,161.193,20099.86,32.8,11.8,-Y++X+-Z++Z,161.607,24898.98,41.4,20.4,-Y+-X++X+-Z,199.979,18686.15,28.0,13.9,-X++X+-Z++Z,150.378,24931.71,43.0,19.8,-Y+-X++X+-Z,200.215,20091.43,35.9,16.7,-Y+-X++X++Z,161.550
186,10x10_nadir,97.60,600,12.50,1196,8042.0,36.5,+Z,52.2,15605.30,28.8,1.1,-X+-Z+-Y++Z,125.593,15654.33,24.1,-2.3,+X+-Z+-Y++Z,126.011,21085.06,29.6,9.8,-X++X+-Z+-Y,169.508,20027.49,27.5,12.2,-X++X+-Z++Z,161.098,21133.53,30.8,8.3,-X++X+-Z+-Y,169.866,15629.58,25.0,3.2,-X++X+-Y++Z,125.855
187,10x15_nadir,97.90,600,11.00,1197,8096.0,36.3,+X,52.1,21525.00,32.4,7.8,-X+-Z++Z+-Y,172.974,13434.69,24.6,0.1,-Z++Z+-Y++X,108.270,21344.99,33.0,11.6,-X+-Z++Z+-Y,171.563,18867.79,28.5,14.0,-X+-Z++Z++X,151.827,17978.85,32.3,10.1,-X+-Z+-Y++X,144.629,18021.44,30.4,7.7,-X++Z+-Y++X,144.968
188,10x10_nadir,98.80,500,13.50,1085,6382.0,18.4,+Z,52.1,25335.40,60.1,18.3,-Y+-X+-Z++Z,203.215,25351.49,58.8,15.1,-Y++X+-Z++Z,203.328,27983.76,58.0,21.0,-Y+-X++X+-Z,224.455,13171.44,28.3,11.6,-X++X+-Z++Z,106.234,28006.36,59.5,20.3,-Y+-X++X+-Z,224.610,25591.10,64.0,19.5,-Y+-X++X++Z,205.224
189,10x15_nadir,97.60,600,11.50,1195,8022.0,36.3,+X,52.0,21398.54,33.0,9.1,-X+-Z++Z+-Y,171.967,13272.19,23.4,1.5,-Z++Z+-Y++X,107.001,21218.45,33.6,12.9,-X+-Z++Z+-Y,170.556,18906.77,28.1,14.3,-X+-Z++Z++X,152.146,17839.06,31.6,11.4,-X+-Z+-Y++X,143.531,17881.56,31.1,9.0,-X++Z+-Y++X,143.855
190,10x10_nadir,97.90,600,11.50,1197,8068.0,36.5,+Z,52.0,15256.30,29.0,1.0,-X+-Z++Y++Z,122.798,15305.26,24.0,-2.4,+X+-Z++Y++Z,123.218,20041.03,27.7,12.1,-X++X+-Z++Z,161.204,20764.67,28.5,9.7,-X++X+-Z++Y,166.958,20809.09,30.6,8.2,-X++X+-Z++Y,167.272,15282.22,25.4,3.1,-X++X++Y++Z,123.071
191,10x10_nadir,98.20,600,12.00,1203,8072.0,36.2,+Z,51.7,17173.67,27.4,1.2,-X+-Z+-Y++Z,138.159,17224.73,26.5,-2.3,+X+-Z+-Y++Z,138.544,22473.51,36.1,9.9,-X++X+-Z+-Y,180.535,19721.01,27.0,12.2,-X++X+-Z++Z,158.652,22517.54,37.5,8.3,-X++X+-Z+-Y,180.855,17218.39,29.3,3.3,-X++X+-Y++Z,138.514
192,10x10_nadir,98.80,500,14.00,1087,6376.0,16.2,+Z,51.7,25797.89,60.1,22.6,-Y+-X+-Z++Z,206.958,25812.46,58.7,16.3,-Y++X+-Z++Z,207.029,28101.27,58.0,21.7,-Y+-X++X+-Z,225.402,11704.64,27.9,11.9,-X++X+-Z++Z,94.507,28119.18,59.5,21.0,-Y+-X++X+-Z,225.520,26037.59,64.0,20.3,-Y+-X++X++Z,208.803
193,10x15_nadir,97.90,550,13.50,1139,7182.0,34.8,+X,51.6,24952.66,44.1,19.4,+Y+-X+-Z++Z,200.363,18189.81,34.8,14.6,+Y+-Z++Z++X,146.329,17044.63,28.7,14.8,-X+-Z++Z++X,137.246,24774.10,44.1,20.9,+Y+-X+-Z++Z,198.950,21912.67,44.1,22.9,+Y+-X+-Z++X,176.079,21954.09,42.7,18.4,+Y+-X++Z++X,176.383
194,10x10_nadir,98.20,550,13.00,1149,7228.0,34.6,+Z,51.5,21098.18,40.2,13.2,-Y+-X+-Z++Z,169.515,21148.40,38.4,10.0,-Y++X+-Z++Z,169.907,25643.80,45.8,19.4,-Y+-X++X+-Z,205.872,17892.15,28.1,12.5,-X++X+-Z++Z,144.012,25673.41,47.7,18.7,-Y+-X++X+-Z,206.078,21224.60,42.4,15.0,-Y+-X++X++Z,170.516
195,10x10_nadir,97.90,600,12.00,1195,8064.0,36.5,+Z,51.4,15426.37,27.0,1.0,-X+-Z+-Y++Z,124.183,15474.93,23.1,-2.4,+X+-Z+-Y++Z,124.587,20917.29,30.6,9.7,-X++X+-Z+-Y,168.153,20031.13,27.0,12.1,-X++X+-Z++Z,161.132,20965.87,31.8,8.1,-X++X+-Z+-Y,168.511,15452.47,23.4,3.0,-X++X+-Y++Z,124.457
196,10x10_nadir,98.80,600,10.50,1203,8072.0,36.1,+Y,51.3,17562.96,31.6,-1.6,-X+-Z+-Y++Y,141.192,17615.83,26.7,-5.0,+X+-Z+-Y++Y,141.643,21535.05,38.0,9.8,-X++X+-Z+-Y,173.003,20848.02,37.0,9.8,-X++X+-Z++Y,167.520,21537.65,39.6,8.2,-X++X+-Z+-Y,172.989,17615.65,29.4,0.5,-X++X+-Y++Y,141.663
197,10x10_nadir,98.20,600,10.50,1199,8054.0,36.2,+Z,51.2,17185.84,32.1,2.1,-X+-Z++Y++Z,138.206,17236.97,28.0,-1.3,+X+-Z++Y++Z,138.633,19719.06,28.2,12.3,-X++X+-Z++Z,158.623,22484.47,37.3,10.7,-X++X+-Z++Y,180.617,22528.47,38.8,9.1,-X++X+-Z++Y,180.933,17230.54,30.7,4.1,-X++X++Y++Z,138.601
198,10x10_nadir,98.20,600,11.00,1202,8088.0,36.4,+Z,51.1,15755.94,30.2,-1.7,-X+-Z++Y+-Y,126.753,15806.28,25.0,-5.0,+X+-Z++Y+-Y,127.188,20039.90,27.6,9.8,-X++X+-Z+-Y,161.172,21115.89,33.0,9.7,-X++X+-Z++Y,169.712,21150.87,34.3,8.2,-X++X+-Z++Y,169.960,15785.15,26.8,0.5,-X++X++Y+-Y,127.051
199,10x10_nadir,98.80,600,12.00,1202,8110.0,34.4,+Z,51.1,19951.88,40.7,1.3,-Y+-X+-Z++Z,160.220,20000.83,38.9,-2.1,-Y++X+-Z++Z,160.599,24716.93,45.8,10.0,-Y+-X++X+-Z,198.362,18504.91,27.0,12.1,-X++X+-Z++Z,148.923,24752.15,47.8,8.4,-Y+-X++X+-Z,198.604,20110.18,43.1,3.4,-Y+-X++X++Z,161.477
200,10x10_nadir,98.20,600,11.50,1194,8040.0,36.4,+Z,51.1,15856.93,28.5,-1.5,-X+-Z+-Y++Y,127.584,15907.61,23.8,-4.9,+X+-Z+-Y++Y,128.014,21157.29,31.8,9.8,-X++X+-Z+-Y,170.059,20088.90,28.5,9.8,-X++X+-Z++Y,161.552,21190.81,33.0,8.3,-X++X+-Z+-Y,170.297,15885.39,24.9,0.6,-X++X+-Y++Y,127.878
201,10x10_nadir,97.90,550,13.00,1145,7228.0,35.8,+Z,51.0,19905.63,34.9,13.1,-Y+-X+-Z++Z,160.040,19958.96,33.7,9.9,-Y++X+-Z++Z,160.449,24762.28,42.1,19.4,-Y+-X++X+-Z,198.865,18674.84,28.1,13.9,-X++X+-Z++Z,150.287,24795.54,43.9,18.7,-Y+-X++X+-Z,199.103,19953.42,36.8,14.9,-Y+-X++X++Z,160.417
202,10x10_nadir,98.50,600,12.00,1202,8088.0,35.5,+Z,51.0,18678.81,34.4,1.3,-X+-Z+-Y++Z,150.113,18730.05,33.5,-2.2,+X+-Z+-Y++Z,150.500,23737.87,41.7,9.9,-X++X+-Z+-Y,190.582,19207.85,27.0,12.2,-X++X+-Z++Z,154.547,23776.86,43.4,8.4,-X++X+-Z+-Y,190.857,18768.91,36.3,3.3,-X++X+-Y++Z,150.830
203,10x15_nadir,97.90,550,9.50,1148,7224.0,35.2,+X,51.0,24560.13,44.0,18.4,-Y+-X++Z+-Z,197.215,17558.33,34.5,12.3,-Y++Z+-Z++X,141.259,24381.52,43.9,21.7,-Y+-X++Z+-Z,195.821,17350.62,28.1,14.8,-X++Z+-Z++X,139.702,21428.80,43.9,21.0,-Y+-X+-Z++X,172.192,21471.16,42.3,18.8,-Y+-X++Z++X,172.528
204,10x10_nadir,97.60,550,10.50,1141,7206.0,36.2,+Z,51.0,19262.12,30.4,12.0,+Y+-X+-Z++Z,154.938,19316.18,29.2,8.7,+Y++X+-Z++Z,155.352,19002.22,26.9,13.9,+X+-X+-Z++Z,152.920,24254.48,38.5,19.1,+Y++X+-X+-Z,194.845,24289.97,40.1,18.0,+Y++X+-X+-Z,195.098,19277.43,32.0,13.9,+Y++X+-X++Z,155.058
205,10x15_nadir,98.80,550,13.00,1152,7238.0,27.4,+X,50.9,26231.98,58.2,16.8,+Y+-X+-Z++Z,210.396,21167.97,64.1,10.5,+Y+-Z++Z++X,169.748,15094.01,29.9,13.9,-X+-Z++Z++X,121.617,26044.05,58.4,18.9,+Y+-X+-Z++Z,208.912,23970.79,67.3,19.4,+Y+-X+-Z++X,192.220,23996.87,66.5,16.3,+Y+-X++Z++X,192.407
206,10x15_nadir,97.60,550,13.50,1143,7200.0,35.8,+X,50.8,24023.72,41.1,18.5,-X++Y+-Z++Z,192.960,16692.36,30.4,12.5,+Y+-Z++Z++X,134.384,17775.62,28.7,15.6,-X+-Z++Z++X,143.102,23844.95,41.4,20.9,-X++Y+-Z++Z,191.551,20767.01,40.7,21.2,-X++Y+-Z++X,166.938,20810.53,39.5,18.4,-X++Y++Z++X,167.275
207,10x15_nadir,98.50,600,9.50,1200,8064.0,35.4,+X,50.6,23068.43,43.2,9.3,-X+-Y+-Z++Z,185.201,15562.55,33.8,1.9,-Y+-Z++Z++X,125.197,22888.83,43.1,13.0,-X+-Y+-Z++Z,183.802,18182.89,27.7,14.4,-X+-Z++Z++X,146.362,19742.67,43.1,11.7,-X+-Y+-Z++X,158.620,19784.85,41.7,9.2,-X+-Y++Z++X,158.950
208,10x10_nadir,98.50,600,11.00,1200,8054.0,36.3,+Z,50.5,16742.27,30.2,-1.6,-X+-Z+-Y++Y,134.644,16794.29,25.0,-5.0,+X+-Z+-Y++Y,135.092,21377.04,34.3,9.7,-X++X+-Z+-Y,171.784,20503.13,32.9,9.8,-X++X+-Z++Y,164.811,21394.72,35.7,8.2,-X++X+-Z+-Y,171.893,16779.03,26.8,0.5,-X++X+-Y++Y,135.002
209,10x15_nadir,98.50,550,13.00,1148,7244.0,32.5,+X,50.3,25424.42,49.5,16.8,+Y+-X+-Z++Z,204.045,19411.03,45.7,10.5,+Y+-Z++Z++X,155.923,16059.65,28.7,13.8,-X+-Z++Z++X,129.356,25243.71,49.2,19.7,+Y+-X+-Z++Z,202.632,22695.12,52.0,19.4,+Y+-X+-Z++X,182.205,22730.72,50.0,17.0,+Y+-X++Z++X,182.490
210,10x10_nadir,98.50,600,11.50,1199,8070.0,36.0,+Z,50.0,17151.75,30.4,1.0,-X+-Z+-Y++Z,137.944,17203.30,29.4,-2.4,+X+-Z+-Y++Z,138.335,22425.18,38.5,9.7,-X++X+-Z+-Y,180.118,19602.95,27.8,12.1,-X++X+-Z++Z,157.697,22461.01,40.1,8.2,-X++X+-Z+-Y,180.368,17210.22,32.2,3.0,-X++X+-Y++Z,138.410
211,10x15_nadir,98.20,550,13.00,1149,7228.0,34.6,+X,49.6,24759.95,46.1,16.8,+Y+-X+-Z++Z,198.772,18021.01,38.1,10.6,+Y+-Z++Z++X,144.897,16993.81,28.7,14.5,-X+-Z++Z++X,136.836,24581.03,45.9,19.7,+Y+-X+-Z++Z,197.372,21732.58,46.6,19.4,+Y+-X+-Z++X,174.573,21773.03,44.7,17.0,+Y+-X++Z++X,174.895
212,10x10_nadir,98.50,600,10.50,1202,8082.0,36.3,+Z,49.5,16673.28,31.6,-1.6,-X+-Z++Y+-Y,134.075,16725.11,25.9,-5.1,+X+-Z++Y+-Y,134.526,20289.35,29.5,9.7,-X++X+-Z+-Y,163.143,21508.54,37.1,9.8,-X++X+-Z++Y,172.802,21530.85,38.7,8.2,-X++X+-Z++Y,172.945,16712.58,28.5,0.5,-X++X++Y+-Y,134.450
213,10x10_nadir,98.80,600,11.50,1202,8072.0,35.3,+Z,49.3,18493.13,37.6,1.0,-X+-Z+-Y++Z,148.584,18543.61,36.2,-2.4,+X+-Z+-Y++Z,148.972,23522.37,44.0,9.7,-X++X+-Z+-Y,188.826,19066.23,27.8,12.1,-X++X+-Z++Z,153.403,23557.05,45.8,8.1,-X++X+-Z+-Y,189.065,18601.42,39.8,3.0,-X++X+-Y++Z,149.444
214,10x15_nadir,98.20,600,12.00,1203,8072.0,36.2,+X,49.3,21549.63,35.4,5.5,-X+-Z++Z++Y,173.110,13523.00,23.4,-2.5,-Z++Z++Y++X,108.967,18778.11,27.5,13.6,-X+-Z++Z++X,151.117,21369.97,35.8,9.4,-X+-Z++Z++Y,171.706,18027.79,34.3,7.8,-X+-Z++Y++X,144.972,18069.99,33.3,5.3,-X++Z++Y++X,145.297
215,10x15_nadir,97.90,550,13.00,1145,7228.0,35.8,+X,49.2,23885.71,42.1,16.8,-X++Y+-Z++Z,191.828,16551.50,31.5,10.4,+Y+-Z++Z++X,133.223,17764.64,28.7,15.6,-X+-Z++Z++X,143.014,23706.88,42.1,19.7,-X++Y+-Z++Z,190.425,20628.82,41.6,19.4,-X++Y+-Z++X,165.804,20671.98,40.4,17.0,-X++Y++Z++X,166.141
216,10x10_nadir,97.60,550,13.00,1139,7202.0,36.5,+Z,49.1,18467.43,30.7,10.9,-X+-Z+-Y++Z,148.565,18520.97,28.6,7.6,+X+-Z+-Y++Z,148.986,23580.65,38.0,18.4,-X++X+-Z+-Y,189.454,19257.52,28.1,13.9,-X++X+-Z++Z,154.949,23618.95,39.6,17.0,-X++X+-Z+-Y,189.727,18459.79,31.4,12.8,-X++X+-Y++Z,148.514
217,10x10_nadir,98.80,600,11.00,1202,8076.0,35.8,+Z,49.1,17733.03,31.7,-1.6,-X+-Z+-Y++Y,142.552,17785.12,30.9,-4.9,+X+-Z+-Y++Y,142.945,22526.52,41.3,9.7,-X++X+-Z+-Y,180.893,19801.11,32.9,9.8,-X++X+-Z++Y,159.196,22548.03,43.0,8.2,-X++X+-Z+-Y,181.029,17803.67,33.7,0.6,-X++X+-Y++Y,143.114
218,10x15_nadir,97.60,550,10.50,1141,7206.0,36.2,+X,49.0,23380.02,38.2,15.7,-X+-Y++Z+-Z,187.820,15788.10,26.1,9.2,-Y++Z+-Z++X,127.171,23200.96,38.4,19.2,-X+-Y++Z+-Z,186.420,18088.19,28.1,15.6,-X++Z+-Z++X,145.610,20026.13,37.2,18.3,-X+-Y+-Z++X,161.027,20070.02,35.9,16.0,-X+-Y++Z++X,161.371
219,10x10_nadir,97.60,600,12.00,1195,8062.0,36.5,+Z,48.9,14982.52,27.0,1.0,-X+-Z++Y++Z,120.633,15030.52,23.1,-2.4,+X+-Z++Y++Z,121.031,20076.06,27.0,12.1,-X++X+-Z++Z,161.492,20513.40,28.7,9.7,-X++X+-Z++Y,164.945,20561.43,29.9,8.1,-X++X+-Z++Y,165.300,15007.89,23.4,3.0,-X++X++Y++Z,120.900
220,10x15_nadir,97.60,600,12.50,1196,8042.0,36.5,+X,48.8,20153.92,30.4,5.5,-X+-Z++Z++Y,162.005,11816.57,23.4,-2.6,-Z++Z++Y++X,95.315,19080.82,28.1,13.6,-X+-Z++Z++X,153.531,19975.04,29.3,9.3,-X+-Z++Z++Y,160.627,16518.11,30.6,7.7,-X+-Z++Y++X,132.940,16559.04,26.7,5.3,-X++Z++Y++X,133.291
221,10x15_nadir,98.20,600,10.50,1199,8054.0,36.2,+X,48.8,21560.72,36.8,6.4,-X+-Z++Z+-Y,173.189,13535.97,26.3,-1.6,-Z++Z+-Y++X,109.043,21381.05,37.1,10.2,-X+-Z++Z+-Y,171.787,18776.21,28.5,13.7,-X+-Z++Z++X,151.091,18039.58,35.7,8.6,-X+-Z+-Y++X,145.057,18081.83,34.7,6.2,-X++Z+-Y++X,145.383
222,10x10_nadir,98.50,600,10.00,1199,8054.0,36.0,+Z,48.8,17237.13,33.3,1.0,-X+-Z++Y++Z,138.591,17287.54,32.2,-2.4,+X+-Z++Y++Z,138.973,19568.04,28.0,12.1,-X++X+-Z++Z,157.416,22487.86,40.8,9.7,-X++X+-Z++Y,180.590,22529.90,42.5,8.1,-X++X+-Z++Y,180.890,17299.90,35.2,3.1,-X++X++Y++Z,139.090
223,10x15_nadir,98.20,600,11.00,1202,8088.0,36.4,+X,48.7,20170.85,32.2,5.4,-X+-Z++Z+-Y,162.119,11894.99,24.6,-2.7,-Z++Z+-Y++X,95.925,20005.60,32.8,9.3,-X+-Z++Z+-Y,160.827,18986.62,28.5,13.6,-X+-Z++Z++X,152.773,16559.23,32.3,7.6,-X+-Z+-Y++X,133.246,16601.30,30.2,5.3,-X++Z+-Y++X,133.585
224,10x15_nadir,98.20,600,11.50,1194,8040.0,36.4,+X,48.7,20211.39,30.8,5.6,-X+-Z++Z++Y,162.461,11941.24,23.4,-2.5,-Z++Z++Y++X,96.313,18982.28,28.2,13.7,-X+-Z++Z++X,152.742,20047.46,31.6,9.4,-X+-Z++Z++Y,161.179,16601.83,29.4,7.8,-X+-Z++Y++X,133.625,16644.17,28.9,5.4,-X++Z++Y++X,133.946
225,10x10_nadir,97.90,550,10.00,1140,7178.0,36.1,+Z,48.5,19297.79,34.0,10.7,+Y+-X+-Z++Z,155.165,19351.19,32.9,7.4,+Y++X+-Z++Z,155.573,18920.50,26.9,13.9,-X++X+-Z++Z,152.266,24262.80,41.3,18.2,+Y+-X++X+-Z,194.868,24298.16,43.0,16.8,+Y+-X++X+-Z,195.117,19322.43,35.7,12.6,+Y+-X++X++Z,155.359
226,10x15_nadir,98.50,600,12.00,1202,8088.0,35.5,+X,48.4,22815.20,41.6,5.6,-X++Y+-Z++Z,183.157,15229.42,31.2,-2.4,+Y+-Z++Z++X,122.522,18271.48,27.5,13.6,-X+-Z++Z++X,147.064,22635.74,41.7,9.5,-X++Y+-Z++Z,181.759,19459.02,41.1,7.9,-X++Y+-Z++X,156.337,19501.01,40.1,5.4,-X++Y++Z++X,156.661
227,10x15_nadir,98.80,600,12.00,1202,8110.0,34.4,+X,48.4,23789.51,46.2,5.6,-X++Y+-Z++Z,190.895,16757.85,39.0,-2.3,+Y+-Z++Z++X,134.652,17580.72,27.5,13.6,-X+-Z++Z++X,141.538,23609.72,46.0,9.5,-X++Y+-Z++Z,189.498,20649.39,47.0,7.9,-X++Y+-Z++X,165.787,20689.28,45.3,5.5,-X++Y++Z++X,166.103
228,10x10_nadir,98.80,600,9.50,1200,8074.0,35.7,+Z,48.3,17570.11,36.8,1.0,-X+-Z++Y++Z,141.211,17621.46,35.1,-2.4,+X+-Z++Y++Z,141.610,19329.70,27.5,12.1,-X++X+-Z++Z,155.515,22739.68,43.1,9.7,-X++X+-Z++Y,182.576,22770.08,44.9,8.2,-X++X+-Z++Y,182.781,17656.17,38.7,3.0,-X++X++Y++Z,141.896
229,10x10_nadir,98.80,600,10.00,1200,8094.0,36.0,+Z,48.1,17511.35,32.6,-1.6,-X+-Z++Y+-Y,140.768,17563.99,30.1,-5.1,+X+-Z++Y+-Y,141.185,20468.36,33.6,9.7,+X+-X+-Z+-Y,164.524,21827.30,40.8,9.8,+X+-X+-Z++Y,175.307,21837.63,42.5,8.2,+X+-X+-Z++Y,175.353,17568.20,33.0,0.5,+X+-X++Y+-Y,141.238
230,10x10_nadir,98.80,550,12.50,1147,7224.0,31.6,+Z,48.1,21976.06,49.8,8.2,-Y+-X+-Z++Z,176.367,22017.19,47.5,4.9,-Y++X+-Z++Z,176.692,26086.10,51.4,16.1,-Y+-X++X+-Z,209.307,16808.61,27.8,11.6,-X++X+-Z++Z,135.337,26115.59,53.4,14.7,-Y+-X++X+-Z,209.503,22210.37,52.8,10.2,-Y+-X++X++Z,178.225
231,10x15_nadir,98.50,600,11.00,1200,8054.0,36.3,+X,48.0,20416.63,33.6,5.4,-X+-Z++Z++Y,164.066,12828.17,23.9,-7.6,-Z++Z++Y+-Y,103.351,19388.72,32.8,9.4,-X+-Z++Z+-Y,155.894,20267.94,34.2,9.2,-X+-Z++Z++Y,162.908,17437.35,31.5,3.1,-X+-Z++Y+-Y,140.236,17480.48,28.1,0.6,-X++Z++Y+-Y,140.598
232,10x15_nadir,98.80,500,14.00,1087,6376.0,16.2,+X,47.8,27369.48,59.0,20.7,+Y+-X+-Z++Z,219.526,24229.18,64.7,19.4,+Y+-Z++Z++X,194.318,11221.29,29.8,14.2,-X+-Z++Z++X,90.640,27186.77,59.1,22.2,+Y+-X+-Z++Z,218.077,26006.87,67.9,24.5,+Y+-X+-Z++X,208.551,26019.23,67.2,20.1,+Y+-X++Z++X,208.615
233,10x15_nadir,98.50,600,11.50,1199,8070.0,36.0,+X,47.4,21490.78,38.2,5.4,-X+-Z++Z++Y,172.603,13537.06,26.3,-2.7,-Z++Z++Y++X,109.040,18661.61,28.2,13.5,-X+-Z++Z++X,150.175,21319.65,38.4,9.3,-X+-Z++Z++Y,171.270,17997.60,37.2,7.6,-X+-Z++Y++X,144.692,18040.09,36.1,5.2,-X++Z++Y++X,145.022
234,10x10_nadir,97.90,550,12.50,1146,7218.0,36.5,+Z,47.4,18306.43,30.6,8.1,-X+-Z+-Y++Z,147.250,18359.44,29.4,4.8,+X+-Z+-Y++Z,147.656,23422.40,38.7,16.1,+X+-X+-Z+-Y,188.156,19237.99,27.8,13.9,+X+-X+-Z++Z,154.795,23461.17,40.4,14.6,+X+-X+-Z+-Y,188.431,18302.88,32.3,10.1,+X+-X+-Y++Z,147.221
235,10x10_nadir,98.50,550,12.50,1146,7220.0,34.3,+Z,47.4,20858.82,42.4,8.2,-Y+-X+-Z++Z,167.522,20907.35,40.6,4.9,-Y++X+-Z++Z,167.900,25380.10,47.0,16.1,-Y+-X++X+-Z,203.714,17789.97,27.8,11.9,-X++X+-Z++Z,143.191,25410.95,49.0,14.7,-Y+-X++X+-Z,203.922,20997.79,44.9,10.2,-Y+-X++X++Z,168.623
236,10x15_nadir,97.60,550,13.00,1139,7202.0,36.5,+X,47.1,22705.51,37.6,14.7,-X++Y+-Z++Z,182.421,14891.71,25.4,8.0,+Y+-Z++Z++X,119.997,18340.79,28.7,15.6,-X+-Z++Z++X,147.623,22526.17,37.9,18.3,-X++Y+-Z++Z,181.018,19269.74,36.6,17.2,-X++Y+-Z++X,154.973,19313.42,35.4,14.9,-X++Y++Z++X,155.314
237,10x15_nadir,98.50,600,10.50,1202,8082.0,36.3,+X,47.0,20553.56,36.7,5.4,-X+-Z++Z+-Y,165.124,12760.79,25.5,-7.6,-Z++Z+-Y++Y,102.791,20399.68,37.0,9.3,-X+-Z++Z+-Y,163.929,19173.36,29.2,9.3,-X+-Z++Z++Y,154.214,17367.96,32.8,3.0,-X+-Z+-Y++Y,139.664,17410.93,31.0,0.5,-X++Z+-Y++Y,140.005
238,10x10_nadir,97.60,550,11.00,1140,7184.0,36.7,+Z,47.0,17555.86,27.8,7.1,-X+-Z++Y++Z,141.270,17608.34,25.3,3.8,+X+-Z++Y++Z,141.688,19485.91,26.9,14.0,-X++X+-Z++Z,156.791,22788.04,35.0,15.2,-X++X+-Z++Y,183.119,22829.45,36.4,13.7,-X++X+-Z++Y,183.418,17529.83,27.6,9.1,-X++X++Y++Z,141.085
239,10x15_nadir,98.80,600,10.50,1203,8072.0,36.1,+X,46.8,20559.25,37.6,5.5,-X+-Z++Z++Y,165.158,13737.39,25.6,-7.6,-Z++Z++Y+-Y,110.603,19734.17,36.9,9.3,-X+-Z++Z+-Y,158.605,20425.24,37.8,9.4,-X+-Z++Z++Y,164.122,18224.83,32.8,3.0,-X+-Z++Y+-Y,146.519,18268.43,31.8,0.6,-X++Z++Y+-Y,146.856
240,10x10_nadir,98.80,500,13.00,1089,6394.0,23.8,+Z,46.8,24068.17,60.1,13.8,-Y+-X+-Z++Z,193.032,24093.34,58.7,10.8,-Y++X+-Z++Z,193.220,27260.25,58.0,19.9,-Y+-X++X+-Z,218.656,14557.35,28.4,11.8,-X++X+-Z++Z,117.321,27285.75,59.5,19.2,-Y+-X++X+-Z,218.834,24331.10,64.1,15.5,-Y+-X++X++Z,195.104
241,10x10_nadir,98.20,550,9.50,1145,7210.0,35.9,+Z,46.7,19263.51,37.3,9.1,+Y+-X+-Z++Z,154.832,19315.76,35.8,5.8,+Y++X+-Z++Z,155.237,18784.78,27.8,13.1,+X+-X+-Z++Z,151.162,24187.76,43.8,16.9,+Y++X+-X+-Z,194.224,24223.26,45.6,15.5,+Y++X+-X+-Z,194.470,19304.07,39.3,11.0,+Y++X+-X++Z,155.152
242,10x15_nadir,98.80,600,11.50,1202,8072.0,35.3,+X,46.7,22590.27,44.1,5.3,-X++Y+-Z++Z,181.324,15083.22,35.1,-2.7,+Y+-Z++Z++X,121.300,18132.21,28.2,13.5,-X+-Z++Z++X,145.940,22415.94,44.0,9.2,-X++Y+-Z++Z,179.969,19266.62,44.2,7.6,-X++Y+-Z++X,154.757,19307.99,42.7,5.2,-X++Y++Z++X,155.082
243,10x15_nadir,98.80,600,11.00,1202,8076.0,35.8,+X,46.5,21576.79,41.2,5.4,-X+-Z++Z++Y,173.254,13961.11,26.7,-7.6,-Z++Z++Y+-Y,112.379,18678.91,32.7,9.3,-X+-Z++Z+-Y,150.216,21419.78,41.3,9.3,-X+-Z++Z++Y,172.035,18375.24,36.8,3.1,-X+-Z++Y+-Y,147.672,18418.17,35.9,0.7,-X++Z++Y+-Y,148.003
244,10x10_nadir,98.50,500,13.50,1086,6394.0,25.5,+Z,46.4,24160.95,60.1,18.2,-Y+-X+-Z++Z,193.818,24188.28,58.8,15.1,-Y++X+-Z++Z,194.023,27438.13,58.0,21.0,-Y+-X++X+-Z,220.090,14849.36,28.3,11.9,-X++X+-Z++Z,119.660,27463.28,59.5,20.3,-Y+-X++X+-Z,220.265,24459.87,64.0,19.6,-Y+-X++X++Z,196.174
245,10x10_nadir,98.20,500,14.00,1084,6378.0,27.9,+Z,46.4,23974.64,54.6,22.6,-Y+-X+-Z++Z,192.441,24006.70,52.6,16.3,-Y++X+-Z++Z,192.659,27376.88,54.7,21.7,-Y+-X++X+-Z,219.648,14972.24,27.9,11.8,-X++X+-Z++Z,120.647,27400.62,56.7,21.1,-Y+-X++X+-Z,219.807,24295.36,57.6,20.4,-Y+-X++X++Z,194.946
246,10x15_nadir,97.90,550,10.00,1140,7178.0,36.1,+X,46.4,23386.72,41.2,14.5,-X+-Y+-Z++Z,187.824,15850.35,30.3,7.8,-Y+-Z++Z++X,127.602,23207.72,41.4,18.1,-X+-Y+-Z++Z,186.425,18007.43,28.1,15.6,-X+-Z++Z++X,144.964,20054.32,40.7,17.1,-X+-Y+-Z++X,161.196,20097.69,39.6,14.7,-X+-Y++Z++X,161.534
